account_length,customer_service_calls,number_vm_messages,total_day_calls,total_day_charge,total_day_min,total_eve_calls,total_eve_charge,total_eve_min,total_intl_calls,total_intl_charge,total_intl_minutes,total_night_calls,total_night_charge,total_night_minutes,voice_mail_plan,intertiol_plan,location_code,Churn,total_mins,total_calls,total_charge,mins_per_call,has_plan
119.0,3.0,0.0,89.0,23.51,138.3,78.0,14.49,170.5,6.0,3.65,13.5,98.0,11.88,263.9,0,0,0,0,586.2,271.0,53.53,2.16309963099631,0
56.0,1.0,24.0,87.0,20.69,121.7,76.0,15.64,184.0,3.0,3.43,12.7,98.0,12.0,266.6,1,0,1,0,585.0,264.0,51.76,2.215909090909091,1
101.0,1.0,0.0,124.0,37.45,220.3,101.0,16.03,188.6,4.0,2.86,10.6,98.0,12.53,278.4,0,0,2,0,697.9,327.0,68.87,2.134250764525994,0
45.0,1.0,0.0,110.0,26.47,155.7,103.0,22.13,260.3,1.0,2.97,11.0,98.0,8.65,192.2,0,0,2,0,619.2,312.0,60.21999999999999,1.9846153846153847,0
66.0,1.0,16.0,92.0,29.7,174.7,105.0,19.73,232.1,2.0,2.4,8.9,98.0,13.74,305.4,1,0,1,0,721.0999999999999,297.0,65.57000000000001,2.427946127946128,1
162.0,2.0,0.0,89.0,19.57,115.1,111.0,16.73,196.8,3.0,3.08,11.4,98.0,9.56,212.4,0,0,1,0,535.6999999999999,301.0,48.94,1.7797342192691028,0
121.0,1.0,8.666666666666666,85.0,19.72,116.0,120.0,12.76,150.1,2.0,3.24,12.0,98.0,11.11,246.8,1,0,0,0,524.9000000000001,305.0,46.83,1.7209836065573774,1
137.0,2.0,0.0,123.0,29.58,174.0,115.0,13.71,161.3,3.0,3.08,11.4,98.0,11.73,260.7,0,1,1,0,607.4,339.0,58.099999999999994,1.791740412979351,1
181.0,0.0,0.0,83.0,27.42,161.3,83.0,10.57,124.4,3.0,3.81,14.1,98.0,11.79,262.0,0,1,1,1,561.8000000000001,267.0,53.59,2.104119850187266,1
82.0,6.0,0.0,77.0,28.41,167.1,79.0,11.2,131.8,1.0,2.54,9.4,98.0,8.43,187.4,0,0,1,1,495.69999999999993,255.0,50.58,1.9439215686274507,0
46.0,1.0,0.0,67.0,20.77,122.2,62.0,14.21,167.2,6.0,2.62,9.7,98.0,8.77,194.8,0,0,1,0,493.9,233.0,46.37,2.119742489270386,0
54.0,3.0,0.0,91.0,40.17,236.3,130.0,12.99,152.8,8.0,3.02,11.2,98.0,7.21,160.3,0,1,2,0,560.6000000000001,327.0,63.39000000000001,1.7143730886850157,1
29.0,2.0,0.0,81.0,33.46,196.8,110.0,14.28,168.0,7.0,3.43,12.7,98.0,5.97,132.6,0,0,0,0,510.09999999999997,296.0,57.14,1.7233108108108106,0
80.0,1.0,0.0,83.0,33.59,197.6,86.0,13.98,164.5,6.0,1.73,6.4,98.0,4.23,94.0,0,0,1,0,462.5,273.0,53.53000000000001,1.6941391941391941,0
86.0,3.0,33.0,112.0,43.03,253.1,94.0,17.86,210.1,4.0,3.21,11.9,98.0,4.27,95.0,1,0,1,0,570.1,308.0,68.36999999999999,1.850974025974026,1
6.0,3.0,0.0,93.0,38.51,226.5,122.0,12.93,152.1,4.0,2.54,9.4,98.0,7.4,164.4,0,0,0,0,552.4,317.0,61.379999999999995,1.7425867507886434,0
142.0,1.0,22.0,114.0,38.15,224.4,106.0,12.41,146.0,2.0,2.38,8.8,98.0,10.86,241.4,1,0,2,0,620.5999999999999,320.0,63.800000000000004,1.9393749999999996,1
110.0,2.0,40.0,103.0,34.44,202.6,128.0,10.1,118.8,9.0,2.43,9.0,98.0,10.57,234.9,1,0,0,0,565.3,338.0,57.54,1.6724852071005916,1
146.0,2.0,0.0,63.0,27.22,160.1,112.0,17.71,208.4,3.0,2.48,9.2,98.0,7.99,177.6,0,1,0,0,555.3000000000001,276.0,55.4,2.0119565217391306,1
37.0,4.0,0.0,126.0,37.57,221.0,110.0,17.38,204.5,3.0,1.84,6.8,98.0,5.31,118.0,0,0,1,0,550.3,337.0,62.10000000000001,1.6329376854599404,0
64.0,2.0,0.0,116.0,28.56,168.0,94.0,16.35,192.4,3.0,2.73,10.1,98.0,7.49,166.5,0,0,1,0,537.0,311.0,55.129999999999995,1.7266881028938907,0
49.0,2.0,0.0,90.0,45.27,266.3,117.0,17.66,207.8,2.0,3.78,14.0,98.0,9.23,205.0,0,0,1,1,693.1,307.0,75.94000000000001,2.257654723127036,0
75.0,3.0,0.0,116.0,38.2,224.7,79.0,16.32,192.0,11.0,3.05,11.3,98.0,9.55,212.2,0,0,1,0,640.1999999999999,304.0,67.12,2.1059210526315786,0
99.0,7.0,0.0,75.0,19.64,115.5,111.0,18.54,218.1,7.0,3.11,11.5,98.0,11.47,254.9,0,0,1,1,600.0,291.0,52.76,2.0618556701030926,0
90.0,1.0,0.0,92.0,34.15,200.9,91.0,13.97,164.3,7.0,2.4,8.9,98.0,11.21,249.0,0,0,1,0,623.1,288.0,61.73,2.1635416666666667,0
111.0,1.0,0.0,118.0,36.43,214.3,76.0,17.72,208.5,2.0,3.24,12.0,98.0,8.21,182.4,0,0,2,0,617.2,294.0,65.6,2.0993197278911566,0
32.0,1.0,26.0,109.0,43.34666666666667,266.7,107.0,19.75,232.3,4.0,4.4,16.3,98.0,9.58,212.8,1,0,0,0,728.0999999999999,318.0,77.07666666666668,2.2896226415094336,1
74.0,2.0,0.0,102.0,21.08,124.0,101.0,22.28,262.1,2.0,3.16,11.7,98.0,12.07,268.2,0,0,2,0,666.0,303.0,58.59,2.198019801980198,0
104.0,2.0,0.0,100.0,23.58,138.7,58.0,18.31,215.4,4.0,1.32,4.9,98.0,7.39,164.3,0,0,1,0,523.3000000000001,260.0,50.6,2.012692307692308,0
134.0,0.0,0.0,93.0,50.32,296.0,117.0,19.24,226.4,10.0,3.32,12.3,98.0,11.11,246.8,0,0,2,1,781.5,318.0,83.99,2.457547169811321,0
105.0,4.0,31.0,106.0,20.63,103.6,124.0,21.19,252.3,4.0,2.24,8.3,98.0,14.45,317.2,1,0,1,1,681.3999999999999,332.0,58.51,2.0524096385542165,1
138.0,4.0,0.0,106.0,5.91,29.5,120.0,14.81,183.0,4.0,2.59,9.6,98.0,7.54,177.5,0,1,2,1,399.6,328.0,30.849999999999998,1.2182926829268292,1
128.0,0.0,18.0,96.0,38.76,228.1,112.0,14.65,174.6,3.0,3.67,13.6,98.0,9.85,211.8,1,1,0,1,628.1,309.0,66.92999999999999,2.032686084142395,1
129.0,1.0,0.0,121.0,25.43,125.8,112.0,19.19,224.8,6.0,2.75,10.2,98.0,6.53,146.2,0,0,1,1,507.0,337.0,53.900000000000006,1.5044510385756678,0
120.0,1.0,0.0,138.0,38.06,195.1,100.0,18.8,213.4,4.0,1.43,5.3,98.0,7.52,181.2,0,0,0,1,595.0,340.0,65.81,1.75,0
98.0,1.0,0.0,131.0,30.05,175.0,117.0,18.22,189.6,6.0,3.38,12.5,98.0,7.75,186.3,0,0,0,1,563.4000000000001,352.0,59.4,1.600568181818182,0
108.0,4.0,0.0,108.0,18.04,95.0,104.0,16.46,195.7,4.0,1.11,4.1,98.0,9.4,216.9,0,0,1,1,511.70000000000005,314.0,45.01,1.6296178343949046,0
50.0,1.0,0.0,107.0,31.21,183.6,118.0,4.98,175.20000000000002,3.0,2.35,8.7,99.0,9.12,202.6,0,0,0,0,570.1,327.0,47.66,1.7434250764525994,0
137.0,1.0,0.0,115.0,17.8,104.7,144.0,21.23,249.8,2.0,2.4,8.9,99.0,8.65,192.3,0,0,1,0,555.6999999999999,360.0,50.08,1.5436111111111108,0
36.0,0.0,0.0,117.0,26.79,157.6,58.0,15.67,184.3,1.0,3.21,11.9,99.0,10.82,240.4,0,0,1,0,594.1999999999999,275.0,56.49,2.1607272727272724,0
68.0,2.0,0.0,95.0,29.36,172.7,90.0,11.82,139.1,1.0,3.16,11.7,99.0,7.84,174.3,0,0,2,0,497.79999999999995,285.0,52.17999999999999,1.7466666666666666,0
63.0,3.0,0.0,84.0,36.01,211.8,137.0,19.63,230.9,9.0,2.89,10.7,99.0,9.77,217.1,0,0,1,0,670.5000000000001,329.0,68.3,2.0379939209726445,0
95.0,0.0,0.0,113.0,33.73,198.4,144.0,20.05,235.9,3.0,2.73,10.1,99.0,14.65,325.6,0,0,1,0,770.0000000000001,359.0,71.16000000000001,2.144846796657382,0
112.0,4.0,27.0,121.0,36.21,213.0,101.0,19.23,226.2,3.0,3.0,11.1,99.0,8.54,189.8,1,0,1,0,640.1,324.0,66.97999999999999,1.9756172839506174,1
100.0,0.0,0.0,110.0,11.65,68.5,115.0,28.65,337.1,9.0,3.27,12.1,99.0,9.23,205.2,0,1,2,0,622.9,333.0,52.800000000000004,1.8705705705705704,1
148.0,1.0,11.0,129.0,42.99,252.9,88.0,24.17,284.3,1.0,3.32,12.3,99.0,11.83,262.8,1,0,1,0,812.3,317.0,82.30999999999999,2.5624605678233436,1
148.0,0.0,0.0,83.0,21.15,124.4,81.0,15.27,179.7,6.0,3.05,11.3,99.0,11.39,253.0,0,0,1,0,568.4,269.0,50.86,2.1130111524163566,0
75.0,2.0,26.0,86.0,20.15,118.5,118.0,18.18,213.9,3.0,3.62,13.4,99.0,5.97,132.6,1,0,2,0,478.4,306.0,47.919999999999995,1.5633986928104575,1
133.0,0.0,0.0,90.0,38.66,227.4,135.0,6.22,73.2,7.0,1.27,4.7,99.0,5.14,114.3,0,0,2,0,419.6,331.0,51.29,1.2676737160120846,0
85.0,0.0,0.0,109.0,40.09,235.8,94.0,13.36,157.2,3.0,3.24,12.0,99.0,8.47,188.2,0,0,1,0,593.2,305.0,65.16,1.9449180327868854,0
148.0,0.0,0.0,88.0,37.21,218.9,85.0,17.68,208.0,4.0,3.0,11.1,99.0,9.15,203.3,0,1,2,0,641.3000000000001,276.0,67.04,2.3235507246376814,1
150.0,1.0,0.0,117.0,36.38,214.0,89.0,16.35,192.4,4.0,2.13,7.9,99.0,10.92,242.6,0,0,1,0,656.9,309.0,65.78,2.1258899676375402,0
62.0,4.0,0.0,70.0,20.52,120.7,76.0,26.11,307.2,6.0,3.54,13.1,99.0,9.14,203.0,0,0,1,0,644.0,251.0,59.309999999999995,2.5657370517928286,0
138.0,0.0,17.0,116.0,38.28,225.2,88.0,14.74,173.4,4.0,3.16,11.7,99.0,6.56,145.8,1,1,1,0,556.1000000000001,307.0,62.74000000000001,1.8114006514657985,1
130.0,1.0,0.0,113.0,44.83,263.7,103.0,15.85,186.5,6.0,4.94,18.3,99.0,8.79,195.3,0,0,1,1,663.8,321.0,74.41,2.06791277258567,0
82.0,3.0,0.0,83.0,45.37,266.9,74.0,19.52,229.7,6.0,2.97,11.0,99.0,11.33,251.7,0,0,1,1,759.3,262.0,79.19,2.898091603053435,0
99.0,4.0,0.0,127.0,33.52,197.2,92.0,13.26,156.0,6.0,2.67,9.9,99.0,9.18,204.1,0,1,1,0,567.1999999999999,324.0,58.63,1.750617283950617,1
149.0,3.0,0.0,91.0,37.01,217.7,74.0,23.25,273.5,3.0,2.59,9.6,99.0,10.21,226.9,0,0,2,0,727.7,267.0,73.06,2.7254681647940076,0
71.0,2.0,22.0,107.0,24.04,141.4,105.0,13.86,163.0,3.0,1.51,5.6,99.0,9.9,220.0,1,0,2,0,530.0,314.0,49.309999999999995,1.6878980891719746,1
115.0,2.0,0.0,107.0,16.95,99.7,96.0,12.33,145.1,4.0,3.81,14.1,99.0,6.72,149.4,0,0,2,0,408.30000000000007,306.0,39.81,1.3343137254901962,0
67.0,4.0,0.0,97.0,52.77,310.4,123.0,5.65,66.5,10.0,2.48,9.2,99.0,11.09,246.5,0,0,2,0,632.6,329.0,71.99000000000001,1.9227963525835867,0
123.0,0.0,33.0,87.0,24.92,146.6,59.0,9.76,114.8,7.0,0.78,2.9,99.0,9.92,220.4,1,0,1,0,484.69999999999993,252.0,45.38,1.9234126984126982,1
118.0,2.0,0.0,123.0,27.2,160.0,96.0,14.91,175.4,3.0,2.67,9.9,99.0,8.32,184.8,0,1,0,0,530.1,321.0,53.1,1.6514018691588785,1
118.0,2.0,39.0,125.0,15.56,91.5,113.0,18.69,219.9,8.0,3.43,12.7,99.0,10.31,229.0,1,0,1,0,553.1,345.0,47.99,1.6031884057971015,1
48.0,2.0,0.0,84.0,35.84,210.8,98.0,16.12,189.6,3.0,4.43,16.4,99.0,7.09,157.6,0,0,1,0,574.4,284.0,63.48000000000001,2.0225352112676056,0
67.0,1.0,31.0,68.0,29.78,175.2,73.0,16.93,199.2,6.0,3.56,13.2,99.0,9.89,219.8,1,0,2,0,607.4000000000001,246.0,60.160000000000004,2.469105691056911,1
88.0,2.0,0.0,86.0,34.37,202.2,93.0,18.43,216.8,2.0,3.19,11.8,99.0,10.77,239.4,0,0,1,0,670.1999999999999,280.0,66.75999999999999,2.3935714285714282,0
110.0,0.0,0.0,81.0,27.54,162.0,89.0,21.04,247.5,8.0,2.4,8.9,99.0,7.0,155.5,0,0,0,0,573.9,277.0,57.98,2.071841155234657,0
87.0,1.0,0.0,92.0,28.59,168.2,100.0,19.1,224.7,3.0,3.48,12.9,99.0,7.63,169.5,0,0,1,0,575.3,294.0,58.8,1.9568027210884351,0
148.0,2.0,0.0,148.0,26.11,153.6,87.0,22.28,262.1,3.0,2.65,9.8,99.0,10.15,225.5,0,0,0,0,651.0,337.0,61.19,1.9317507418397626,0
148.0,2.0,0.0,104.0,47.48,279.3,87.0,17.14,201.6,2.0,2.13,7.9,99.0,12.64,280.8,0,0,1,1,769.6,292.0,79.39,2.6356164383561644,0
144.0,4.0,0.0,117.0,10.47,61.6,85.0,6.55,77.1,7.0,2.21,8.2,99.0,7.79,173.0,0,0,0,1,319.9,308.0,27.02,1.0386363636363636,0
94.0,4.0,0.0,109.0,41.34,243.2,88.0,12.5,147.0,4.0,1.94,7.2,99.0,4.27,94.9,0,1,2,0,492.3,300.0,60.05,1.641,1
112.0,0.0,30.0,113.0,10.3,60.6,96.0,14.1,165.9,7.0,3.59,13.3,99.0,5.98,132.8,1,0,0,0,372.6,315.0,33.97,1.1828571428571428,1
25.0,2.0,0.0,90.0,30.4,178.8,72.0,12.0,141.2,5.0,2.27,8.4,99.0,9.14,203.0,0,0,0,0,531.4,266.0,53.81,1.9977443609022556,0
92.0,2.0,0.0,82.0,33.41,196.5,89.0,16.15,190.0,2.0,2.92,10.8,99.0,7.34,163.2,0,0,1,0,560.5,272.0,59.81999999999999,2.0606617647058822,0
88.0,1.0,0.0,76.0,37.09,218.2,60.0,14.39,169.3,1.0,2.16,8.0,99.0,6.35,141.1,0,0,2,0,536.6,236.0,59.99000000000001,2.2737288135593223,0
176.0,0.0,0.0,151.0,28.82,169.5,84.0,9.6,112.9,4.0,2.35,8.7,99.0,5.166666666666667,114.86666666666667,0,0,1,0,405.96666666666664,338.0,45.93666666666667,1.201084812623274,0
108.0,3.0,25.0,88.0,29.02,170.7,113.0,9.34,109.9,1.0,2.35,8.7,99.0,7.46,165.7,1,0,2,0,455.0,301.0,48.17,1.5116279069767442,1
64.0,1.0,37.0,92.0,26.28,154.6,103.0,7.09,83.4,3.0,3.59,13.3,99.0,7.47,165.9,1,0,2,0,417.2,297.0,44.43000000000001,1.4047138047138046,1
109.0,4.0,9.0,123.0,36.98,217.5,84.0,19.86,233.7,3.0,2.43,9.0,99.0,7.38,163.9,1,0,1,0,624.1,309.0,66.65,2.0197411003236247,1
116.0,0.0,0.0,120.0,48.96,288.0,90.0,21.74,255.8,4.0,3.62,13.4,99.0,10.5,233.4,0,0,0,1,790.5999999999999,313.0,84.82000000000001,2.525878594249201,0
88.0,1.0,0.0,94.0,26.1,153.5,118.0,21.39,251.7,6.0,2.3,8.5,99.0,8.2,182.2,0,0,0,0,595.9,317.0,57.989999999999995,1.8798107255520504,0
122.0,1.0,40.0,80.0,36.79,216.4,90.0,21.22,249.7,4.0,3.43,12.7,99.0,8.37,185.9,1,1,1,0,664.7,273.0,69.81,2.434798534798535,1
88.0,1.0,0.0,107.0,24.17,142.2,84.0,22.3,262.4,5.0,2.73,10.1,99.0,6.26,139.2,0,0,0,0,553.9,295.0,55.459999999999994,1.8776271186440676,0
130.0,0.0,0.0,102.0,21.59,127.0,107.0,17.59,206.9,6.0,1.65,6.1,99.0,10.43,231.7,0,0,0,0,571.6999999999999,314.0,51.26,1.820700636942675,0
195.0,0.0,0.0,108.0,10.74,63.2,88.0,18.72,220.2,3.0,1.38,5.1,99.0,8.28,184.0,0,0,1,0,472.5,298.0,39.120000000000005,1.5855704697986577,0
201.0,1.0,0.0,72.0,36.16,212.7,90.0,19.14,225.2,6.0,1.89,7.0,99.0,8.78,195.1,0,0,2,0,640.0,267.0,65.97,2.397003745318352,0
127.0,0.0,25.0,91.0,29.41,173.0,64.0,20.89,245.8,3.0,1.3,4.8,99.0,13.5,300.0,1,0,0,0,723.5999999999999,257.0,65.1,2.81556420233463,1
81.0,3.0,0.0,116.0,31.21,183.6,98.0,12.97,152.6,6.0,3.29,12.2,99.0,9.55,212.2,0,0,1,0,560.6,319.0,57.02,1.7573667711598746,0
136.0,1.0,0.0,97.0,25.94,152.6,85.0,17.76,208.9,10.0,1.35,5.0,99.0,5.36,119.1,0,0,0,0,485.6,291.0,50.410000000000004,1.6687285223367698,0
165.0,6.0,0.0,91.0,26.21,154.2,108.0,22.83,268.6,4.0,2.94,10.9,99.0,8.5,188.8,0,0,2,0,622.5,302.0,60.48,2.0612582781456954,0
92.0,1.0,0.0,101.0,26.81,157.7,100.0,25.38,298.6,3.0,3.73,13.8,99.0,9.76,216.9,0,0,1,0,687.0,303.0,65.67999999999999,2.267326732673267,0
111.0,2.0,0.0,108.0,41.91,246.5,89.0,18.39,216.3,3.0,3.43,12.7,99.0,8.08,179.6,0,0,1,0,655.1,299.0,71.81,2.190969899665552,0
143.0,2.0,0.0,99.0,33.03,194.3,133.0,10.51,123.6,2.0,2.75,10.2,99.0,10.33,229.5,0,0,2,0,557.6,333.0,56.62,1.6744744744744746,0
173.0,1.0,0.0,114.0,32.54,191.4,138.0,14.32,168.5,3.0,2.78,10.3,99.0,4.92,109.3,0,0,1,0,479.5,354.0,54.56,1.3545197740112995,0
90.0,1.0,0.0,83.0,41.89,246.4,88.0,13.63,160.3,7.0,2.05,7.6,99.0,7.69,170.9,0,0,1,0,585.2,277.0,65.26,2.112635379061372,0
66.0,4.0,0.0,136.0,28.18,165.0,127.0,17.91,212.9,3.0,2.57,9.5,99.0,6.84,157.9,0,0,2,1,545.3,365.0,55.50000000000001,1.493972602739726,0
132.0,3.0,36.0,109.0,39.45,219.2,119.0,14.44,190.6,5.0,2.84,10.5,99.0,11.65,247.8,1,0,2,1,668.0999999999999,332.0,68.38000000000001,2.012349397590361,1
166.0,0.0,0.0,95.0,6.11,59.7,101.0,22.47,270.4,4.0,3.56,13.2,99.0,10.58,228.2,0,1,2,1,571.5,299.0,42.72,1.911371237458194,1
78.0,4.0,0.0,111.0,16.6,90.5,96.0,11.02,111.9,3.0,3.24,12.0,99.0,9.05,203.0,0,0,1,1,417.4,309.0,39.910000000000004,1.350809061488673,0
46.0,2.0,0.0,104.0,41.55,255.3,92.0,23.15,270.6,1.0,3.59,13.3,99.0,8.78,191.0,0,0,2,1,730.2,296.0,77.07,2.466891891891892,0
64.0,2.0,0.0,80.0,40.15,237.2,82.0,18.58,209.6,1.0,3.56,13.2,99.0,8.73,201.1,0,1,0,1,661.1,262.0,71.02,2.5232824427480915,1
82.0,6.0,0.0,76.0,28.41,165.1,81.0,12.2,138.8,0.0,2.54,9.4,99.0,8.43,188.4,0,0,1,1,501.69999999999993,256.0,51.58,1.9597656249999997,0
123.0,4.0,0.0,112.0,21.94,109.2,120.0,15.15,197.0,4.0,3.48,12.9,99.0,7.66,159.3,0,0,1,1,478.4,335.0,48.23,1.4280597014925371,0
49.0,2.0,0.0,95.0,44.27,252.3,116.0,18.66,217.8,1.0,3.78,14.0,99.0,9.23,201.0,0,0,1,1,685.1,311.0,75.94000000000001,2.202893890675241,0
170.0,1.0,0.0,51.0,48.57,274.7,141.0,14.24,165.5,5.0,2.35,8.7,99.0,11.7,252.0,0,0,1,1,700.9000000000001,296.0,76.86,2.3679054054054056,0
59.0,4.0,0.0,104.0,31.03,182.5,95.0,17.4,204.7,8.0,3.05,11.3,100.0,10.35,229.9,0,0,2,0,628.4,307.0,61.83,2.0469055374592835,0
100.0,1.0,29.0,127.0,36.31,213.6,82.0,14.95,175.9,3.0,2.4,8.9,100.0,9.32,207.2,1,0,1,0,605.6,312.0,62.980000000000004,1.941025641025641,1
88.0,1.0,0.0,90.0,30.92,181.9,87.0,12.88,151.5,3.0,2.03,7.5,100.0,6.44,143.0,0,0,1,0,483.9,280.0,52.27,1.7282142857142857,0
89.0,5.0,0.0,71.0,21.96,129.2,68.0,18.2,214.1,4.0,2.78,10.3,100.0,9.67,214.9,0,0,2,1,568.4999999999999,243.0,52.61,2.339506172839506,0
66.0,4.0,0.0,133.0,26.18,154.0,121.0,16.91,198.9,3.0,2.57,9.5,100.0,6.84,151.9,0,0,2,1,514.3,357.0,52.50000000000001,1.4406162464985992,0
77.0,4.0,0.0,86.0,29.84,175.5,78.0,17.43,205.1,3.0,4.81,17.8,100.0,11.03,245.2,0,0,2,0,643.5999999999999,267.0,63.11,2.4104868913857675,0
154.0,1.0,0.0,75.0,59.64,254.03333333333333,94.0,18.4,216.5,9.0,2.73,10.1,100.0,11.43,253.9,0,0,1,1,734.5333333333333,278.0,92.2,2.64220623501199,0
101.0,1.0,23.0,101.0,44.57,262.2,80.0,13.35,157.0,14.0,1.97,7.3,100.0,5.81,129.1,1,0,0,0,555.5999999999999,295.0,65.7,1.8833898305084742,1
118.0,4.0,0.0,60.0,32.1,188.8,64.0,18.48,217.4,7.0,2.21,8.2,100.0,9.9,220.1,0,0,0,0,634.5000000000001,231.0,62.69,2.746753246753247,0
80.0,0.0,0.0,116.0,33.12,194.8,93.0,17.84,209.9,3.0,3.46,12.8,100.0,8.73,194.1,0,0,1,0,611.6,312.0,63.15,1.9602564102564104,0
107.0,2.0,0.0,100.0,28.44,167.3,79.0,13.93,163.9,5.0,1.81,6.7,100.0,8.37,185.9,0,0,1,0,523.8000000000001,284.0,52.550000000000004,1.844366197183099,0
131.0,1.0,23.0,145.0,29.04,170.8,93.0,20.12,236.7,1.0,3.43,12.7,100.0,13.25,294.5,1,0,1,0,714.7,339.0,65.84,2.1082595870206493,1
125.0,1.0,23.0,104.0,20.49,120.5,115.0,19.36,227.8,3.0,2.75,10.2,100.0,7.13,158.5,1,0,0,0,517.0,322.0,49.73,1.6055900621118013,1
41.0,2.0,37.0,110.0,40.77,239.8,115.0,18.86,221.9,1.0,1.97,7.3,100.0,8.51,189.1,1,0,0,0,658.1,326.0,70.11,2.018711656441718,1
143.0,0.0,0.0,117.0,20.25,119.1,136.0,24.45,287.7,4.0,3.29,12.2,100.0,10.04,223.0,0,0,1,0,642.0,357.0,58.03,1.7983193277310925,0
130.0,1.0,0.0,70.0,35.21,207.1,115.0,17.01,200.1,2.0,3.35,12.4,100.0,8.74,194.2,0,0,1,0,613.8,287.0,64.31,2.1386759581881534,0
35.0,2.0,0.0,102.0,21.11,124.2,115.0,10.53,123.9,8.0,3.54,13.1,100.0,6.11,135.7,0,0,1,0,396.90000000000003,325.0,41.29,1.2212307692307693,0
97.0,3.0,0.0,105.0,20.59,121.1,115.0,22.12,260.2,5.0,2.24,8.3,100.0,10.01,222.4,1,0,1,0,611.9999999999999,325.0,54.96,1.8830769230769226,1
135.0,1.0,0.0,113.0,32.45,190.9,109.0,13.72,161.4,2.0,2.27,8.4,100.0,10.44,231.9,0,0,1,0,592.6,324.0,58.88,1.8290123456790124,0
123.0,0.0,0.0,88.0,34.75,204.4,111.0,11.69,137.5,4.0,2.7,10.0,100.0,10.17,226.0,0,0,1,0,577.9,303.0,59.31,1.907260726072607,0
76.0,0.0,0.0,96.0,31.64,186.1,100.0,17.99,211.6,4.0,2.16,8.0,100.0,10.38,230.6,0,0,2,0,636.3,300.0,62.17,2.121,0
101.0,0.0,0.0,82.0,35.56,209.2,74.0,13.57,159.7,3.0,2.57,9.5,100.0,8.17,181.6,1,0,1,0,560.0,259.0,59.870000000000005,2.1621621621621623,1
168.0,2.0,0.0,131.0,31.14,183.2,73.0,15.23,179.2,5.0,2.67,9.9,100.0,13.18,292.8,0,0,1,0,665.1,309.0,62.220000000000006,2.1524271844660197,0
68.0,2.0,0.0,68.0,35.29,207.6,123.0,21.39,251.6,6.0,2.94,10.9,100.0,8.62,191.6,0,0,1,0,661.6999999999999,297.0,68.24,2.2279461279461277,0
75.0,2.0,0.0,102.0,53.48,314.6,86.0,14.43,169.8,3.0,1.54,5.7,100.0,12.83,285.1,0,0,1,1,775.2,291.0,82.28,2.663917525773196,0
113.0,5.0,20.0,83.0,26.83,157.8,56.0,13.73,161.5,2.0,2.35,8.7,100.0,12.22,271.5,1,0,0,1,599.5,241.0,55.13,2.487551867219917,1
75.0,1.0,0.0,78.0,26.04,153.2,99.0,17.92,210.8,3.0,2.11,7.8,100.0,6.91,153.5,0,1,2,0,525.3,280.0,52.980000000000004,1.8760714285714284,1
81.0,2.0,0.0,77.0,37.54,220.8,87.0,12.62,148.5,3.0,2.05,7.6,100.0,8.28,183.9,0,0,2,0,560.8000000000001,267.0,60.489999999999995,2.100374531835206,0
45.0,1.0,0.0,127.0,13.29,78.2,108.0,21.54,253.4,3.0,4.86,18.0,100.0,11.48,255.0,0,0,1,0,604.6,338.0,51.17,1.788757396449704,0
112.0,1.0,0.0,103.0,28.97,170.4,71.0,17.02,200.2,4.0,3.13,11.6,100.0,11.62,258.3,0,0,1,0,640.5000000000001,278.0,60.739999999999995,2.3039568345323747,0
140.0,4.0,27.0,124.0,32.11,188.9,102.0,13.68,160.9,5.0,3.11,11.5,100.0,8.9,197.7,1,1,1,0,559.0,331.0,57.8,1.688821752265861,1
115.0,0.0,26.0,110.0,26.38,155.2,133.0,19.63,230.9,4.0,1.22,4.5,100.0,11.77,261.6,1,0,1,0,652.2,347.0,59.0,1.8795389048991356,1
146.0,7.0,0.0,83.0,25.38,149.3,130.0,15.9,187.1,4.0,2.13,7.9,100.0,6.74,149.8,0,0,0,1,494.09999999999997,317.0,50.150000000000006,1.5586750788643533,0
150.0,3.0,0.0,99.0,21.42,126.0,73.0,20.27,238.5,6.0,2.75,10.2,100.0,12.83,285.1,0,0,2,0,659.8000000000001,278.0,57.269999999999996,2.373381294964029,0
126.0,1.0,0.0,102.0,38.88,202.23333333333335,99.0,13.969999999999999,168.7,4.0,3.19,11.8,100.0,10.06,223.5,0,0,1,0,606.2333333333333,305.0,66.10000000000001,1.9876502732240438,0
60.0,2.0,0.0,97.0,42.96,252.7,121.0,18.79,221.1,4.0,3.35,12.4,100.0,4.95,109.9,0,0,0,0,596.0999999999999,322.0,70.05,1.8512422360248444,0
25.0,2.0,0.0,98.0,22.83,134.3,109.0,17.2,202.3,5.0,3.4,12.6,100.0,8.82,195.9,0,0,1,0,545.1,312.0,52.25,1.7471153846153846,0
137.0,0.0,0.0,112.0,43.86,258.0,117.0,20.95,246.5,3.0,2.94,10.9,100.0,7.79,173.2,0,1,0,1,688.6,332.0,75.54,2.074096385542169,1
154.0,0.0,35.0,102.0,38.08,224.0,99.0,16.32,192.0,2.0,3.1333333333333333,9.6,100.0,7.34,163.1,1,0,0,0,588.7,303.0,64.87333333333333,1.942904290429043,1
122.0,1.0,0.0,141.0,38.61000000000001,231.2,136.0,22.76,267.8,5.0,2.38,8.8,107.33333333333333,10.81,240.3,0,0,0,1,748.0999999999999,389.3333333333333,74.56,1.921489726027397,0
